Incident,Date,Offense Type,Premise
85060517,7/6/2017,Fam Viol - Assault (A/C) Bodily Force (H),Residence or House
85064717,7/6/2017,Affray (Fighting In A Public Place),"Road, Street, or Sidewalk"
85057917,7/6/2017,Aggravated Assault (Deadly Weapon),Apartment
85059917,7/6/2017,Fam Viol - Assault (A/C) Bodily Force (H),Apartment Parking Lot
85167117,7/6/2017,Theft - All Other Items (Miscellaneous),Convenience Store Parking Lot
85167317,7/6/2017,Investigation - Family Violence,Driveway
85190117,7/6/2017,Fam Viol - Assault (A/C) Bodily Force (H),Apartment
85179117,7/6/2017,Fam Viol-Terroristic Threat Other Means(T),Apartment
85501217,7/6/2017,Theft - All Other Items (Miscellaneous),Apartment
85502817,7/6/2017,Robbery,Residence or House
85507117,7/6/2017,Fam Viol - Assault (A/C) Bodily Force (H),Apartment
85497017,7/6/2017,Fam Viol - Assault (A/C) Bodily Force (H),Residence or House
85293517,7/6/2017,Fam Viol - S.B.Injury - Agg Assault (H),Apartment
85278717,7/6/2017,Fam Viol - Assault (A/C) Bodily Force (H),Residence or House
85114917,7/6/2017,Aggravated Assault (Deadly Weapon),Apartment
85275217,7/6/2017,Fam Viol - Assault (A/C) Bodily Force (H),Residence or House
85110917,7/6/2017,Fam Viol - Assault (A/C) Bodily Force (H),Apartment Parking Lot
85343217,7/6/2017,Fam Viol-Terroristic Threat Other Means(T),Apartment
85343917,7/6/2017,PCS - Felony -Other Dangerous Drugs (Poss),Apartment Parking Lot
85322317,7/6/2017,Fam Viol - Assault (A/C) Bodily Force (H),Apartment
85297017,7/6/2017,Sexual Assault (Other Penetration)(Child),Residence or House
85304917,7/6/2017,Aggravated Assault (Deadly Weapon),Residence or House
85307417,7/6/2017,Fam Viol - Assault (A/C) Bodily Force (H),Residence or House
85310717,7/6/2017,Aggravated Assault (Deadly Weapon),Residence or House
85310917,7/6/2017,Mental Illness,Apartment
85312017,7/6/2017,Fam Viol-Terroristic Threat Other Means(T),Apartment
85540217,7/6/2017,Aggravated Assault (Deadly Weapon),Residence or House
85231817,7/6/2017,Fam Viol - Assault (A/C) Bodily Force (H),Apartment
85245417,7/6/2017,Fam Viol - Assault (A/C) Bodily Force (H),Mall Parking Lot
85249317,7/6/2017,Fam Viol - Assault (A/C) Bodily Force (H),Apartment
85076317,7/6/2017,Fam Viol - Assault (A/C) Bodily Force (H),Residence or House
85077817,7/6/2017,Fam Viol - Assault (A/C) Bodily Force (H),Apartment Parking Lot
85081317,7/6/2017,Fam Viol - Assault (A/C) Bodily Force (H),Apartment Parking Lot
85081417,7/6/2017,Fam Viol-Terroristic Threat Other Means(T),Residence or House
85083817,7/6/2017,Fam Viol - Assault (A/C) Bodily Force (H),Residence or House
85096717,7/6/2017,Theft From Person (Purse Snatch) - Robbery,"Road, Street, or Sidewalk"
85100017,7/6/2017,Fam Viol - Burg of Resid to Commit Assault,Residence or House
85646717,7/6/2017,Aggravated Assault (Deadly Weapon),Apartment
85365117,7/6/2017,Fam Viol - Assault (A/C) Bodily Force (H),Apartment
85365317,7/6/2017,Fam Viol - Assault (A/C) Bodily Force (H),Miscellaneous Business (Non-Specific)
85366217,7/6/2017,Fam Viol - Harassment - By Other Means (T),"Other, Unknown, or Not Listed"
85350317,7/6/2017,"Injury by Animal (Dog bite, Cat bite, etc)",Residence or House
85351817,7/6/2017,Fam Viol-Terroristic Threat Other Means(T),"Hotel, Motel, Inn, Etc."
85353517,7/6/2017,Fam Viol - Assault (A/C) Bodily Force (H),Residence or House
85051617,7/6/2017,Aggravated Assault (Deadly Weapon),Apartment
85639117,7/7/2017,CPS / CAC Juvenile Referral,Residence or House
85639417,7/7/2017,Fam Viol - Assault (A/C) Bodily Force (H),Apartment
85653317,7/7/2017,Fam Viol - S.B.Injury - Agg Assault (H),Apartment
86099717,7/7/2017,Criminal Mischief (Auto) > $1500 Loss,Residence or House
86114017,7/7/2017,Fam Viol - Assault (A/C) Bodily Force (H),Residence or House
87288617,7/7/2017,Sexual Assault (Force Intercourse Attempt),Residence or House
85512517,7/7/2017,Aggravated Assault (Deadly Weapon),Residence or House
85513117,7/7/2017,Investigation - Assault,Apartment Parking Lot
85570617,7/7/2017,Fam Viol - Assault (A/C) Bodily Force (H),Apartment
85521717,7/7/2017,Investigation - Family Violence,Apartment
85522317,7/7/2017,Fam Viol-Terroristic Threat Other Means(T),Residence or House
85524017,7/7/2017,Robbery,"Road, Street, or Sidewalk"
85519517,7/7/2017,Criminal Mischief (Auto) < $1500 Loss,"Road, Street, or Sidewalk"
85527917,7/7/2017,Fam Viol - Assault (A/C) Bodily Force (H),Apartment
85543417,7/7/2017,Fam Viol-Terroristic Threat Other Means(T),Office Building
85580617,7/7/2017,Fam Viol - Assault (A/C) Bodily Force (H),Apartment
111136919,7/7/2017,Sexual Assault (Force Intercourse),Residence or House
85735017,7/7/2017,Terroristic Threat by Other Means (T),Residence or House
85847517,7/7/2017,Fam Viol - Assault (A/C) Bodily Force (H),Garage or Carport
85905817,7/7/2017,Fam Viol - Assault (A/C) Bodily Force (H),Apartment
85909117,7/7/2017,Fam Viol - Assault (A/C) Bodily Force (H),Residence or House
85909517,7/7/2017,Fam Viol - Assault (A/C) Bodily Force (H),Condominium
85917517,7/7/2017,Fam Viol-Terroristic Threat Other Means(T),Residence or House
85917817,7/7/2017,Aggravated Assault (Deadly Weapon),Residence or House
85921017,7/7/2017,Fam Viol - Stalking - By Other Means (T),Apartment
85921317,7/7/2017,Fam Viol - Assault (A/C) Bodily Force (H),Apartment
85923317,7/7/2017,Aggravated Assault (Deadly Weapon),Apartment
85923617,7/7/2017,Unlawful Carry - Handgun             (UCW),"Road, Street, or Sidewalk"
85926017,7/7/2017,Report Created In Error,Apartment
85583217,7/7/2017,Fam Viol - Assault (A/C) Bodily Force (H),"Road, Street, or Sidewalk"
87197917,7/7/2017,Fam Viol - Assault (A/C) Bodily Force (H),Residence or House
88768217,7/7/2017,Fam Viol - Assault (A/C) Bodily Force (H),Apartment Parking Lot
85887517,7/7/2017,Investigation - Family Violence,Apartment
85888417,7/7/2017,Assault (A/C) Bodily Force (H),Convenience Store Parking Lot
85889117,7/7/2017,Fam Viol - Assault (A/C) Bodily Force (H),Apartment
85893917,7/7/2017,Investigation - Family Violence,Apartment
85724917,7/7/2017,Fam Viol - Assault (A/C) Bodily Force (H),Residence or House
85726517,7/7/2017,Fam Viol - Assault (A/C) Bodily Force (H),Restaurant or Cafeteria Parking Lot
85707717,7/7/2017,Fam Viol - Assault (A/C) Bodily Force (H),"Road, Street, or Sidewalk"
85708317,7/7/2017,Fam Viol - Assault (A/C) Bodily Force (H),Hotel or Motel Parking Lot
86069117,7/7/2017,Aggravated Assault (Deadly Weapon),Residence or House
86390917,7/7/2017,Outside Case - Sexual Assault - Rape,Mobile Home
85801417,7/7/2017,Fam Viol - Assault (A/C) Bodily Force (H),Apartment
85821017,7/7/2017,Fam Viol - Assault (A/C) Bodily Force (H),Residence or House
85822817,7/7/2017,Fam Viol - Assault (A/C) Bodily Force (H),Apartment
85824017,7/7/2017,Fam Viol - Assault (A/C) Bodily Force (H),Apartment
85828617,7/7/2017,Interference with Child Custody,"Other, Unknown, or Not Listed"
85830217,7/7/2017,Fam Viol - Assault (A/C) Bodily Force (H),Apartment
86407917,7/7/2017,Fam Viol - Harassment - By Other Means (T),Apartment
85631017,7/7/2017,Theft From Person (Unclassified) - Robbery,Apartment
85628717,7/7/2017,Fam Viol - Assault (A/C) Bodily Force (H),Residence or House
86971617,7/7/2017,Fam Viol - Harassment - By Other Means (T),Hospital Parking Lot
85769617,7/7/2017,Aggravated Assault (Deadly Weapon),Residence or House
85758617,7/7/2017,Aggravated Robbery (Deadly Weapon),Apartment
85758717,7/7/2017,Fam Viol - Assault (A/C) Bodily Force (H),Residence or House
85773217,7/7/2017,Fam Viol - Assault (A/C) Bodily Force (H),Residence or House
85686317,7/7/2017,Fam Viol - Assault (A/C) Bodily Force (H),Apartment
85684317,7/7/2017,Fam Viol - Assault (A/C) Bodily Force (H),Service or Gas Station
85661417,7/7/2017,Fam Viol-Terroristic Threat Other Means(T),Apartment
85937117,7/7/2017,Fam Viol-Terroristic Threat Other Means(T),Residence or House
85946817,7/7/2017,Sexual Assault (Other Penetration)(Child),Residence or House
85951217,7/7/2017,Terroristic Threat by Other Means (T),Residence or House
85847717,7/7/2017,Fam Viol - Assault (A/C) Bodily Force (H),Apartment
85850517,7/7/2017,Fam Viol - Harassment - By Other Means (T),Apartment
85850617,7/7/2017,Assault (A/C) Bodily Force (H),Apartment
85955817,7/7/2017,Aggravated Assault (Deadly Weapon),Restaurant or Cafeteria Parking Lot
85953317,7/7/2017,Fam Viol - Assault (A/C) Bodily Force (H),Apartment
85964717,7/7/2017,Fam Viol - Assault (A/C) Bodily Force (H),Restaurant or Cafeteria Parking Lot
85967817,7/7/2017,Fam Viol - Assault (A/C) Bodily Force (H),Residence or House
87983117,7/7/2017,Investigation - Family Violence,Residence or House
85865617,7/7/2017,Aggravated Assault (Deadly Weapon),Residence or House
85871117,7/7/2017,Fam Viol-Terroristic Threat Other Means(T),Residence or House
85875117,7/7/2017,Fam Viol - Assault (A/C) Bodily Force (H),"Road, Street, or Sidewalk"
85878417,7/7/2017,Burglary Habitation,Apartment
85883017,7/7/2017,Investigation - Family Violence,Residence or House
85594317,7/7/2017,Aggravated Assault (Deadly Weapon),Apartment
85604317,7/7/2017,Fam Viol - Assault (A/C) Bodily Force (H),Other Parking Lot
85615617,7/7/2017,Aggravated Assault (Deadly Weapon),Strip Business Center Parking Lot
85618417,7/7/2017,Aggravated Assault (Deadly Weapon),Residence or House
85696017,7/7/2017,Investigation - Family Violence,Office Building
85791217,7/7/2017,Fam Viol - Assault (A/C) Bodily Force (H),Residence or House
85786017,7/7/2017,Fam Viol - Assault (A/C) Bodily Force (H),Residence or House
85859617,7/7/2017,Fam Viol - Assault (A/C) Bodily Force (H),Residence or House
86203717,7/8/2017,Fam Viol-Terroristic Threat Other Means(T),Apartment
86210317,7/8/2017,Fam Viol - Assault (A/C) Bodily Force (H),Apartment
86210417,7/8/2017,Aggravated Assault (Deadly Weapon),Residence or House
86211917,7/8/2017,Investigation - Family Violence,Residence or House
86212417,7/8/2017,Fam Viol - Assault (A/C) Bodily Force (H),Apartment
86215117,7/8/2017,Fam Viol - Assault (A/C) Bodily Force (H),Residence or House
86217417,7/8/2017,Aggravated Assault (Deadly Weapon),Apartment Parking Lot
86222417,7/8/2017,Fam Viol-Terroristic Threat Other Means(T),Apartment
86235717,7/8/2017,Fam Viol - Harassment - By Other Means (T),Apartment
86242817,7/8/2017,Fam Viol-Terroristic Threat Other Means(T),Residence or House
86226217,7/8/2017,Fam Viol - Assault (A/C) Bodily Force (H),Residence or House
86230217,7/8/2017,Fam Viol - Assault (A/C) Bodily Force (H),Apartment
86229517,7/8/2017,Fam Viol - Assault (A/C) Bodily Force (H),"Hotel, Motel, Inn, Etc."
86240317,7/8/2017,Aggravated Assault (Deadly Weapon),Residence or House
86241617,7/8/2017,Fam Viol-Terroristic Threat Other Means(T),Apartment
85989717,7/8/2017,Fam Viol - Assault (A/C) Bodily Force (H),Residence or House
86409217,7/8/2017,Fam Viol - Assault (A/C) Bodily Force (H),Residence or House
86411017,7/8/2017,Fam Viol - Assault (A/C) Bodily Force (H),Apartment
86411317,7/8/2017,Aggravated Assault (Deadly Weapon),Apartment Parking Lot
86413417,7/8/2017,Affray (Fighting In A Public Place),Residence or House
86400017,7/8/2017,Fugitive (Inside) - Special Crimes,"Road, Street, or Sidewalk"
86402017,7/8/2017,Fam Viol - Assault (A/C) Bodily Force (H),Driveway
86403617,7/8/2017,Fam Viol - Assault (A/C) Bodily Force (H),Residence or House
86404517,7/8/2017,Criminal Trespassing (All Other Locations),Residence or House
86406317,7/8/2017,Fam Viol - Assault (A/C) Bodily Force (H),Residence or House
86407817,7/8/2017,Investigation - Family Violence,Residence or House
86500417,7/8/2017,Fam Viol-Terroristic Threat Other Means(T),Residence or House
85987117,7/8/2017,Criminal Mischief (Auto) < $1500 Loss,Bar or Night Club Parking Lot
85999117,7/8/2017,Fam Viol - Assault (A/C) Bodily Force (H),Apartment
85999317,7/8/2017,Fam Viol-Unlawful Restraint-False Imprison,Apartment
86001217,7/8/2017,Fam Viol - Assault (A/C) Bodily Force (H),Apartment
85969317,7/8/2017,Mental Illness,Residence or House
85969617,7/8/2017,Investigation - Family Violence,"Hotel, Motel, Inn, Etc."
86388617,7/8/2017,Aggravated Assault (Deadly Weapon),Apartment
86393917,7/8/2017,Fam Viol - Assault (A/C) Bodily Force (H),Apartment
86396017,7/8/2017,Fam Viol - Assault (A/C) Bodily Force (H),Apartment
86386117,7/8/2017,Affray (Fighting In A Public Place),"Road, Street, or Sidewalk"
86334917,7/8/2017,Aggravated Assault (Deadly Weapon),Apartment
86336017,7/8/2017,Fam Viol - Harassment - By Other Means (T),Mobile Home
86341217,7/8/2017,Fam Viol-Terroristic Threat Other Means(T),Apartment
86344517,7/8/2017,Fam Viol-Terroristic Threat Other Means(T),Apartment
86348217,7/8/2017,Sexual Assault (Fondling) - Felony,Residence or House
86306917,7/8/2017,Fam Viol - Assault (A/C) Bodily Force (H),Apartment
86308117,7/8/2017,Sexual Assault (Force Intercourse),Residence or House
86314817,7/8/2017,Fam Viol - Assault (A/C) Bodily Force (H),Other Parking Lot
86322517,7/8/2017,Aggravated Assault (Deadly Weapon),"Road, Street, or Sidewalk"
86326617,7/8/2017,Aggravated Assault (Deadly Weapon),Apartment
86326917,7/8/2017,Fam Viol - Assault (A/C) Bodily Force (H),Residence or House
86327117,7/8/2017,Fam Viol - Assault (A/C) Bodily Force (H),Apartment
86329217,7/8/2017,Assault (A/C) Bodily Force (H),Apartment
86332717,7/8/2017,Fam Viol-Terroristic Threat Other Means(T),Apartment
86333617,7/8/2017,Aggravated Assault (Deadly Weapon),"Other, Unknown, or Not Listed"
86071017,7/8/2017,Aggravated Assault (Deadly Weapon),Residence or House
86063517,7/8/2017,Investigation - Assault,Residence or House
86065117,7/8/2017,Fam Viol - Assault (A/C) Bodily Force (H),Apartment Parking Lot
86067817,7/8/2017,Aggravated Assault (Deadly Weapon),Residence or House
86067917,7/8/2017,Fam Viol - Assault (A/C) Bodily Force (H),Apartment
86039317,7/8/2017,Fam Viol - Assault (A/C) Bodily Force (H),Apartment
86039817,7/8/2017,Fam Viol - Assault (A/C) Bodily Force (H),Residence or House
86043317,7/8/2017,Fam Viol - Assault (A/C) Bodily Force (H),Residence or House
86044717,7/8/2017,Aggravated Assault (Deadly Weapon),Apartment Parking Lot
86055317,7/8/2017,"Arson (Motor Vehicles,Bus,Truck,MotorCyc)",Driveway
86058917,7/8/2017,Aggravated Assault (Deadly Weapon),Apartment
86060117,7/8/2017,Fam Viol - Assault (A/C) Bodily Force (H),Apartment
86075317,7/8/2017,Fam Viol - Assault (A/C) Bodily Force (H),Apartment
86143317,7/8/2017,Investigation - Family Violence,Residence or House
86144717,7/8/2017,Assault (A/C) Bodily Force (H),Residence or House
86144817,7/8/2017,Aggravated Assault (Deadly Weapon),Service or Gas Station
86148017,7/8/2017,Fam Viol - Assault (A/C) Bodily Force (H),Apartment
86152017,7/8/2017,Assault (A/C) Bodily Force (H),Apartment
86156917,7/8/2017,Fam Viol - Assault (A/C) Bodily Force (H),Apartment
86167217,7/8/2017,Aggravated Assault (Deadly Weapon),Apartment
86169217,7/8/2017,Aggravated Assault (Deadly Weapon),Residence or House
86172917,7/8/2017,Aggravated Assault (Deadly Weapon),Residence or House
86177617,7/8/2017,Fam Viol - Assault (A/C) Bodily Force (H),Construction Site
86187517,7/8/2017,Fam Viol-Terroristic Threat Other Means(T),Residence or House
86179017,7/8/2017,Fam Viol - Assault (A/C) Bodily Force (H),Freeway Service Road
86179717,7/8/2017,Interfere With Public Duties,"Road, Street, or Sidewalk"
86182217,7/8/2017,Fam Viol-Terroristic Threat Other Means(T),Apartment
86182617,7/8/2017,Fam Viol-Terroristic Threat Other Means(T),Residence or House
86653617,7/8/2017,Fam Viol-Terroristic Threat Other Means(T),Residence or House
86678517,7/8/2017,Fam Viol - Agg Assault (Impede Breath) (H),Apartment
88767317,7/8/2017,Fam Viol - Assault (A/C) Bodily Force (H),Apartment
89129817,7/8/2017,Aggravated Assault (Deadly Weapon),Apartment
86247917,7/8/2017,Fam Viol - Assault (A/C) Bodily Force (H),Residence or House
86256517,7/8/2017,Fam Viol - Assault (A/C) Bodily Force (H),Residence or House
86258617,7/8/2017,Fam Viol - Assault (A/C) Bodily Force (H),Apartment
86262317,7/8/2017,Aggravated Assault (Deadly Weapon),Apartment Parking Lot
86278917,7/8/2017,Fam Viol - Assault (A/C) Bodily Force (H),Driveway
86282017,7/8/2017,Aggravated Sex Assault (Force Intercourse),Apartment
86275717,7/8/2017,Aggravated Assault (Deadly Weapon),"Road, Street, or Sidewalk"
86286317,7/8/2017,Fam Viol - Assault (A/C) Bodily Force (H),Apartment
86010317,7/8/2017,Fam Viol - Assault (A/C) Bodily Force (H),Residence or House
86016117,7/8/2017,Fam Viol - Assault (A/C) Bodily Force (H),Apartment
86017417,7/8/2017,Fam Viol - Assault (A/C) Bodily Force (H),Apartment
86018517,7/8/2017,Fam Viol - Assault (A/C) Bodily Force (H),Residence or House
86021917,7/8/2017,Aggravated Assault (Deadly Weapon),Apartment
86023017,7/8/2017,Fam Viol - Assault (A/C) Bodily Force (H),Apartment
86028617,7/8/2017,Criminal Mischief (Habitation) < $1500,Apartment
86026917,7/8/2017,Capias / Old Warrants / New Traffic,Apartment
86027517,7/8/2017,Fam Viol - Assault (A/C) Bodily Force (H),Apartment Parking Lot
86033817,7/8/2017,Fam Viol - Assault (A/C) Bodily Force (H),Residence or House
86034117,7/8/2017,Fam Viol - Assault (A/C) Bodily Force (H),"Vacant Single Occ Resd(House,Townhs,Dplex)"
86434317,7/8/2017,Fam Viol - Assault (A/C) Bodily Force (H),Apartment
86433817,7/8/2017,Report Created In Error,Residence or House
86444417,7/8/2017,Fam Viol - Assault (A/C) Bodily Force (H),Apartment
86514317,7/8/2017,Investigation - Family Violence,Residence or House
86351917,7/8/2017,Assault (A/C) Bodily Force (H),Residence or House
86361517,7/8/2017,Fam Viol - Assault (A/C) Bodily Force (H),Residence or House
86362417,7/8/2017,Fam Viol - Assault (A/C) Bodily Force (H),Apartment
86516417,7/8/2017,Aggravated Assault (Deadly Weapon),Apartment
86525917,7/8/2017,Criminal Mischief (Auto) > $1500 Loss,"Road, Street, or Sidewalk"
86527217,7/8/2017,Fam Viol - Assault (A/C) Bodily Force (H),Residence or House
87054217,7/8/2017,Fam Viol - Assault (A/C) Bodily Force (H),"Parks and Recreation, Zoo, Swimming Pool"
87553617,7/8/2017,Fam Viol - Assault (A/C) Bodily Force (H),Apartment
87149317,7/8/2017,Aggravated Assault (Deadly Weapon),Apartment
86372617,7/8/2017,Aggravated Assault (Deadly Weapon),Apartment
